Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV01048,C01041,"P00376,P00353,P00423,P00528,P00077",05/02/2024,TKO
INV01049,C00822,"P00261,P00485,P00238,P00063,P00145",07/09/2025,CYB
INV01050,C01147,"P00071,P00115,P00132,P00015,P00569",12/01/2024,ST
INV01051,C00842,"P00505,P00336,P00317,P00221",27/04/2025,CYB
INV01052,C00417,"P00021,P00181,P00439",26/01/2025,ST
INV01053,C01168,"P00147,P00501,P00104,P00086",26/11/2024,TKO
INV01054,C00630,"P00021,P00181,P00439,P00129,P00072",12/01/2025,MK
INV01055,C01383,"P00451,P00315,P00471,P00036,P00465",04/04/2024,ST
INV01056,C00358,P00358,22/02/2024,ST
INV01057,C00368,"P00177,P00384,P00208,P00325,P00353",25/05/2024,TKO
INV01058,C01294,"P00335,P00029,P00109,P00412,P00484",06/12/2024,MK
INV01059,C00912,"P00021,P00181,P00439,P00266",24/03/2025,CYB
INV01060,C01007,"P00505,P00336,P00317",28/11/2024,MK
INV01061,C00457,"P00290,P00111,P00368,P00221,P00488",01/10/2024,TKO
INV01062,C01792,"P00267,P00457,P00486,P00299,P00212",15/06/2024,TKO
INV01063,C01479,"P00018,P00567",14/02/2025,CYB
INV01064,C01383,"P00163,P00207,P00070",23/02/2024,CYB
INV01065,C01374,P00261,28/11/2024,ST
INV01066,C01224,"P00549,P00309,P00217,P00173",08/06/2025,TKO
INV01067,C00523,"P00204,P00346",28/10/2025,TKO
INV01068,C01183,"P00021,P00181,P00439",15/07/2024,TKO
INV01069,C01273,P00521,02/12/2025,CYB
INV01070,C01640,"P00064,P00330,P00003",28/12/2025,MK
INV01071,C00326,"P00505,P00336,P00317",14/02/2025,TKO
INV01072,C01247,"P00505,P00336,P00317,P00001",08/11/2024,TKO
INV01073,C01370,"P00492,P00228,P00264,P00421,P00357",22/06/2024,CYB
INV01074,C01519,"P00505,P00336,P00317,P00480",29/12/2024,CYB
INV01075,C00971,"P00021,P00181,P00439,P00180,P00561",22/03/2025,ST
INV01076,C01501,"P00394,P00569",21/02/2025,TKO
INV01077,C00780,"P00071,P00258,P00011",06/09/2024,ST
INV01078,C01765,P00312,12/08/2025,MK
INV01079,C01234,"P00505,P00336,P00317,P00334,P00462",26/06/2025,TKO
INV01080,C00459,"P00016,P00153,P00215,P00042,P00422",10/05/2025,ST
INV01081,C01628,"P00505,P00336,P00317,P00289,P00120",18/04/2025,MK
INV01082,C00520,"P00505,P00336,P00317,P00520",27/05/2025,ST
INV01083,C01491,P00479,12/06/2025,CYB
INV01084,C00472,"P00167,P00126,P00379",24/03/2024,CYB
INV01085,C00542,"P00371,P00520,P00104,P00023",29/08/2024,TKO
INV01086,C01684,"P00080,P00335,P00112,P00243,P00499",21/05/2024,ST
INV01087,C00344,"P00021,P00181,P00439",17/06/2025,ST
INV01088,C00580,"P00505,P00336,P00317,P00500",11/09/2025,ST
INV01089,C01803,P00018,20/11/2024,MK
INV01090,C00181,"P00021,P00181,P00439,P00417,P00362",02/10/2024,MK
INV01091,C00730,"P00391,P00380,P00125,P00070",14/07/2024,CYB
INV01092,C01807,"P00094,P00484,P00477",02/02/2024,CYB
INV01093,C01117,"P00290,P00196,P00391,P00187",17/12/2025,MK
INV01094,C00795,"P00573,P00048,P00079,P00390",30/09/2025,MK
INV01095,C01684,"P00232,P00152,P00224,P00130,P00301",11/07/2025,TKO
INV01096,C01591,"P00206,P00101",13/09/2025,TKO
INV01097,C00187,"P00546,P00258,P00033,P00163,P00516",24/10/2025,ST
INV01098,C00756,"P00061,P00096",20/08/2025,CYB
INV01099,C01052,"P00224,P00442,P00206,P00009,P00344",28/08/2025,TKO
INV01100,C00529,"P00472,P00398,P00208,P00178,P00470",20/08/2025,ST
INV01101,C00342,"P00505,P00336,P00317,P00489,P00240",11/08/2024,ST
INV01102,C01310,"P00156,P00294,P00223,P00107,P00434",03/08/2025,ST
INV01103,C00916,"P00521,P00260",15/04/2025,TKO
INV01104,C00946,"P00483,P00422,P00339,P00408",01/09/2025,MK
INV01105,C00904,"P00385,P00295,P00018",27/11/2024,ST
INV01106,C01825,"P00505,P00336,P00317,P00293,P00429",04/04/2024,ST
INV01107,C00340,"P00060,P00421,P00563,P00300,P00100",04/04/2025,TKO
INV01108,C00422,"P00424,P00133,P00205",16/04/2025,MK
INV01109,C00238,"P00045,P00229,P00546,P00032",22/07/2024,MK
INV01110,C01378,"P00234,P00055",25/08/2025,ST
INV01111,C01077,"P00320,P00434,P00351",15/11/2024,CYB
INV01112,C00491,"P00075,P00451",11/06/2025,MK
INV01113,C00085,"P00278,P00425,P00443,P00041",13/10/2024,ST
INV01114,C00855,P00138,21/05/2025,TKO
INV01115,C00153,"P00261,P00171,P00180,P00341",14/06/2025,MK
INV01116,C00355,"P00563,P00198,P00451,P00102,P00081",12/09/2024,TKO
INV01117,C01273,"P00013,P00530,P00551",20/06/2025,MK
INV01118,C01464,"P00344,P00241,P00039,P00087,P00224",24/06/2025,MK
INV01119,C00317,P00204,19/08/2025,TKO
INV01120,C00315,"P00032,P00197,P00072",16/09/2025,CYB
INV01121,C00528,"P00021,P00181,P00439",30/10/2024,MK
INV01122,C01239,"P00254,P00430",09/06/2024,CYB
INV01123,C01103,"P00505,P00336,P00317,P00299,P00408",30/08/2024,TKO
INV01124,C00727,"P00552,P00206,P00490,P00297",03/01/2025,TKO
INV01125,C01485,"P00021,P00181,P00439",30/01/2025,MK
INV01126,C01821,"P00361,P00012,P00414,P00424,P00472",06/05/2025,TKO
INV01127,C01829,"P00112,P00258,P00443,P00541",01/12/2025,TKO
INV01128,C00174,"P00540,P00269",24/11/2024,CYB
INV01129,C01566,"P00345,P00344,P00141,P00106",18/04/2025,TKO
INV01130,C00343,"P00358,P00019",01/12/2025,ST
INV01131,C00079,"P00021,P00181,P00439,P00424,P00005",30/09/2025,ST
INV01132,C00246,"P00021,P00181,P00439",08/06/2025,TKO
INV01133,C01662,"P00194,P00048",03/12/2024,MK
INV01134,C00979,"P00462,P00566",16/04/2024,ST
INV01135,C01344,"P00364,P00254",28/11/2024,TKO
INV01136,C01301,"P00188,P00417,P00479,P00197,P00562",02/07/2025,TKO
INV01137,C00066,P00406,06/08/2025,TKO
INV01138,C01215,"P00021,P00181,P00439,P00102",24/09/2024,ST
INV01139,C00793,"P00204,P00480,P00492,P00534",01/07/2024,TKO
INV01140,C01104,P00338,25/09/2024,ST
INV01141,C01396,P00146,02/02/2024,CYB
INV01142,C00995,"P00471,P00556,P00116,P00138,P00079",20/02/2024,MK
INV01143,C00660,"P00354,P00565,P00570",19/09/2025,ST
INV01144,C01553,"P00369,P00391,P00016,P00026",06/04/2024,ST
INV01145,C00204,"P00445,P00483",08/01/2025,ST
INV01146,C00683,"P00505,P00336,P00317,P00275,P00298",29/12/2025,MK
INV01147,C01469,"P00051,P00173",15/12/2024,MK
INV01148,C01032,"P00021,P00181,P00439,P00556,P00337",10/02/2024,TKO
INV01149,C01405,"P00505,P00336,P00317,P00037",10/05/2024,TKO
INV01150,C00940,"P00021,P00181,P00439,P00206,P00165",19/06/2025,ST
INV01151,C01832,"P00489,P00271,P00421",13/08/2024,ST
INV01152,C00649,"P00542,P00270,P00338,P00558,P00413",14/10/2024,ST
INV01153,C00547,"P00461,P00529,P00139,P00065",14/07/2024,MK
INV01154,C01572,"P00505,P00336,P00317,P00213,P00388",12/08/2025,CYB
INV01155,C01256,"P00507,P00522,P00559",09/05/2024,MK
INV01156,C00500,"P00505,P00336,P00317,P00148",04/05/2024,TKO
INV01157,C00977,P00561,22/07/2024,TKO
INV01158,C00707,"P00505,P00336,P00317,P00487,P00234",30/06/2025,CYB
INV01159,C00183,"P00488,P00050",03/10/2024,TKO
INV01160,C01444,P00573,08/12/2025,TKO
INV01161,C00850,P00377,15/04/2025,TKO
INV01162,C01724,P00176,16/11/2025,MK
INV01163,C01623,P00223,05/03/2025,TKO
INV01164,C01759,P00291,08/08/2025,TKO
INV01165,C00962,"P00383,P00143,P00255",31/01/2025,TKO
INV01166,C00570,"P00505,P00336,P00317,P00217,P00535",15/11/2025,MK
INV01167,C01644,"P00505,P00336,P00317,P00529,P00107",08/01/2025,CYB
INV01168,C01503,"P00505,P00336,P00317",29/05/2025,MK
INV01169,C00181,"P00505,P00336,P00317",03/01/2025,TKO
INV01170,C00403,"P00542,P00021,P00533,P00460,P00572",24/05/2024,TKO
INV01171,C00138,"P00199,P00085,P00434",22/04/2025,CYB
INV01172,C00295,"P00435,P00325,P00369",15/05/2025,ST
INV01173,C00188,"P00505,P00336,P00317,P00471,P00212",13/03/2024,ST
INV01174,C00824,"P00378,P00431",10/04/2025,ST
INV01175,C00751,"P00505,P00336,P00317,P00404,P00228",15/02/2025,ST
INV01176,C00119,"P00505,P00336,P00317,P00521,P00493",29/12/2024,CYB
INV01177,C00525,"P00437,P00383,P00110,P00352",13/02/2024,ST
INV01178,C00258,"P00505,P00336,P00317,P00467",08/05/2024,TKO
INV01179,C01397,"P00505,P00336,P00317,P00530",05/12/2024,TKO
INV01180,C01392,"P00415,P00479",04/08/2025,TKO
INV01181,C00900,"P00201,P00187,P00108,P00448",27/05/2024,MK
INV01182,C00521,"P00505,P00336,P00317,P00136,P00516",25/11/2025,MK
INV01183,C00952,"P00505,P00336,P00317",18/07/2024,ST
INV01184,C01693,"P00390,P00107,P00145",11/04/2024,ST
INV01185,C00519,"P00302,P00162,P00295,P00067",27/09/2024,CYB
INV01186,C00595,"P00232,P00442,P00365",31/08/2025,CYB
INV01187,C00462,"P00021,P00181,P00439,P00490",05/08/2025,CYB
INV01188,C00022,"P00021,P00181,P00439",01/01/2025,MK
INV01189,C01754,P00564,19/04/2025,MK
INV01190,C00642,"P00021,P00181,P00439,P00185,P00225",23/04/2024,MK
INV01191,C01624,"P00100,P00465,P00148",29/01/2024,MK
INV01192,C01696,"P00104,P00442,P00198,P00445,P00434",17/01/2024,TKO
INV01193,C01032,"P00505,P00336,P00317",01/08/2024,TKO
INV01194,C00207,"P00505,P00336,P00317,P00314,P00011",24/01/2025,MK
INV01195,C00613,"P00074,P00367,P00437",29/03/2024,TKO
INV01196,C01086,"P00021,P00181,P00439,P00512,P00363",12/06/2024,CYB
INV01197,C00213,"P00505,P00336,P00317",19/11/2025,MK
INV01198,C01620,"P00097,P00070",23/01/2024,MK
INV01199,C01136,"P00215,P00354,P00146,P00020,P00485",10/12/2024,TKO
INV01200,C01361,"P00259,P00409,P00308,P00318",02/02/2024,MK
INV01201,C00282,"P00270,P00251,P00265",26/12/2024,TKO
INV01202,C01140,"P00533,P00527,P00278,P00474",22/01/2024,ST
INV01203,C01041,"P00327,P00281,P00009",03/04/2024,MK
INV01204,C00059,"P00040,P00045,P00024",14/09/2025,TKO
INV01205,C00201,"P00021,P00181,P00439,P00177,P00463",03/03/2024,ST
INV01206,C01799,"P00099,P00148,P00461",04/01/2024,MK
INV01207,C01629,"P00562,P00498,P00367,P00168,P00326",08/11/2025,CYB
INV01208,C00879,"P00122,P00286",18/02/2025,CYB
INV01209,C00387,"P00329,P00350,P00022,P00283,P00339",01/05/2025,CYB
INV01210,C01010,"P00421,P00492,P00293",13/05/2024,TKO
INV01211,C01325,"P00301,P00496",23/04/2024,ST
INV01212,C00501,"P00500,P00216,P00420,P00306",21/03/2025,MK
INV01213,C01815,"P00021,P00181,P00439",21/01/2025,TKO
INV01214,C01236,"P00042,P00100",03/07/2024,TKO
INV01215,C01623,"P00488,P00393,P00199,P00005,P00134",07/04/2025,TKO
INV01216,C00034,"P00008,P00036,P00041",10/01/2024,TKO
INV01217,C01286,"P00520,P00505,P00342,P00034",05/05/2024,CYB
INV01218,C01336,"P00505,P00336,P00317,P00074",23/12/2025,TKO
INV01219,C01382,P00038,19/10/2025,TKO
INV01220,C01461,"P00021,P00181,P00439",14/11/2024,ST
INV01221,C01685,"P00002,P00348,P00557,P00536,P00416",21/11/2024,TKO
INV01222,C01612,"P00544,P00165",12/01/2025,CYB
INV01223,C00031,"P00158,P00372",19/01/2025,ST
INV01224,C00910,"P00032,P00015,P00148,P00167,P00132",06/11/2024,MK
INV01225,C01215,"P00309,P00212,P00556,P00344",14/05/2025,TKO
INV01226,C01725,"P00014,P00329",20/02/2025,MK
INV01227,C00599,"P00087,P00103,P00240",04/04/2025,ST
INV01228,C00552,"P00537,P00572,P00258",16/02/2024,MK
INV01229,C01011,"P00505,P00336,P00317",07/02/2024,ST
INV01230,C00732,"P00021,P00181,P00439,P00254",01/05/2025,CYB
INV01231,C00372,"P00564,P00202,P00309",15/06/2025,TKO
INV01232,C01406,"P00505,P00336,P00317",31/08/2025,TKO
INV01233,C01687,"P00463,P00136,P00101,P00112,P00269",03/02/2024,ST
INV01234,C01689,"P00021,P00181,P00439",12/01/2025,TKO
INV01235,C00931,P00415,15/03/2025,MK
INV01236,C01202,"P00505,P00336,P00317,P00141,P00102",13/01/2025,CYB
INV01237,C01072,P00360,27/06/2024,MK
INV01238,C01595,"P00505,P00336,P00317",24/08/2025,CYB
INV01239,C00335,"P00021,P00181,P00439",02/11/2024,ST
INV01240,C00507,"P00496,P00270,P00376,P00269",26/09/2025,CYB
INV01241,C01839,P00460,06/04/2024,ST
INV01242,C01608,"P00505,P00336,P00317",21/03/2024,TKO
INV01243,C01543,P00176,21/09/2024,TKO
INV01244,C01577,"P00517,P00445",06/10/2024,TKO
INV01245,C00414,"P00463,P00061,P00273,P00541",21/11/2024,ST
INV01246,C01726,"P00505,P00336,P00317,P00470",02/08/2025,CYB
INV01247,C01684,"P00418,P00274",17/09/2024,TKO
INV01248,C01036,"P00472,P00310,P00490",27/02/2025,CYB
INV01249,C00268,"P00346,P00039,P00263,P00546",06/10/2024,TKO
INV01250,C01218,"P00334,P00471,P00121",06/07/2025,MK
INV01251,C00708,"P00110,P00402,P00376,P00461",30/06/2024,CYB
INV01252,C01287,"P00505,P00336,P00317,P00149,P00125",01/01/2025,ST
INV01253,C01745,"P00505,P00336,P00317,P00305",19/08/2025,TKO
INV01254,C01815,P00285,23/12/2025,MK
INV01255,C01416,"P00021,P00181,P00439,P00563",03/11/2024,ST
INV01256,C01543,P00274,10/02/2024,MK
INV01257,C00103,P00535,03/02/2025,ST
INV01258,C01404,"P00346,P00036",30/09/2024,CYB
INV01259,C01617,"P00021,P00181,P00439",04/02/2024,MK
INV01260,C00413,"P00022,P00437,P00349,P00226",10/09/2024,ST
INV01261,C01379,"P00204,P00522,P00114",16/11/2024,ST
INV01262,C01633,"P00538,P00289,P00531,P00473,P00316",16/05/2025,MK
INV01263,C00411,"P00239,P00329",01/12/2025,MK
INV01264,C01710,"P00021,P00181,P00439,P00348,P00296",16/09/2024,MK
INV01265,C00520,P00365,17/09/2025,TKO
INV01266,C00430,P00474,16/10/2024,TKO
INV01267,C00394,"P00505,P00336,P00317",22/03/2024,CYB
INV01268,C01621,"P00108,P00064,P00309,P00129",07/08/2025,TKO
INV01269,C00580,"P00073,P00132",06/03/2025,ST
INV01270,C01338,"P00021,P00181,P00439,P00123,P00063",07/12/2024,TKO
INV01271,C01197,"P00021,P00181,P00439",06/05/2025,TKO
INV01272,C01048,"P00505,P00336,P00317,P00553",13/07/2024,CYB
INV01273,C01235,"P00172,P00505",18/04/2024,MK
INV01274,C01035,"P00505,P00336,P00317,P00537",29/03/2024,ST
INV01275,C00554,"P00030,P00129",24/08/2024,TKO
INV01276,C00844,"P00021,P00181,P00439,P00018,P00361",25/02/2025,CYB
INV01277,C00997,"P00121,P00340,P00382",26/03/2024,TKO
INV01278,C01333,"P00527,P00231,P00171,P00015,P00287",02/05/2024,TKO
INV01279,C01578,"P00153,P00275,P00338,P00204",20/04/2024,MK
INV01280,C01782,"P00270,P00355,P00554,P00407",10/05/2025,TKO
INV01281,C00687,"P00322,P00101,P00061",18/09/2024,CYB
INV01282,C00324,"P00051,P00400,P00380,P00129,P00291",23/10/2025,TKO
INV01283,C01462,"P00472,P00225,P00047",30/05/2024,TKO
INV01284,C00594,"P00557,P00090,P00325",03/03/2024,ST
INV01285,C00223,P00500,15/09/2025,MK
INV01286,C00972,"P00505,P00336,P00317,P00054",05/11/2024,MK
INV01287,C00895,"P00433,P00474,P00056,P00092,P00397",15/02/2025,ST
INV01288,C01674,"P00505,P00336,P00317,P00370",18/12/2025,CYB
INV01289,C01428,"P00021,P00181,P00439,P00437,P00175",16/01/2025,CYB
INV01290,C00848,"P00160,P00453,P00131",24/03/2024,ST
INV01291,C00573,"P00021,P00181,P00439,P00544",29/09/2024,MK
INV01292,C00707,"P00021,P00181,P00439,P00254",28/09/2025,ST
INV01293,C00193,"P00194,P00239,P00477,P00393,P00347",14/03/2025,CYB
INV01294,C01267,"P00021,P00181,P00439,P00024",28/03/2024,CYB
INV01295,C01392,P00319,30/11/2024,TKO
INV01296,C01134,P00524,01/07/2024,TKO
INV01297,C00171,"P00505,P00336,P00317,P00171",24/07/2025,CYB
INV01298,C01149,"P00505,P00336,P00317,P00201",24/08/2025,ST
INV01299,C01631,"P00353,P00026,P00349,P00267",10/12/2024,ST
INV01300,C00939,"P00520,P00492",16/03/2025,TKO
INV01301,C00402,P00055,10/12/2024,TKO
INV01302,C01701,"P00505,P00336,P00317",23/02/2025,CYB
INV01303,C00286,"P00286,P00135,P00224,P00177",30/09/2024,ST
INV01304,C01767,"P00021,P00181,P00439,P00522,P00025",21/11/2025,TKO
INV01305,C00503,"P00536,P00141,P00301,P00326,P00433",05/07/2024,ST
INV01306,C01178,"P00216,P00199,P00472,P00389,P00517",14/03/2025,CYB
INV01307,C00837,P00371,30/10/2025,TKO
INV01308,C00129,"P00505,P00336,P00317,P00163",26/05/2025,ST
INV01309,C00569,P00103,30/06/2025,MK
INV01310,C00861,"P00522,P00444,P00449,P00156",14/12/2025,TKO
INV01311,C00166,"P00021,P00181,P00439",28/10/2024,TKO
INV01312,C01682,"P00146,P00014,P00215,P00455",17/10/2025,MK
INV01313,C00269,"P00202,P00214,P00060,P00347,P00437",21/07/2024,CYB
INV01314,C00841,"P00505,P00336,P00317",17/12/2024,CYB
INV01315,C00357,P00255,04/12/2024,ST
INV01316,C00390,P00420,11/10/2024,ST
INV01317,C01530,"P00225,P00327,P00459",17/02/2025,TKO
INV01318,C01495,P00545,07/10/2024,MK
INV01319,C01273,"P00505,P00336,P00317,P00283,P00059",20/05/2024,TKO
INV01320,C01343,"P00141,P00480,P00346,P00319",14/05/2024,CYB
INV01321,C00077,"P00021,P00181,P00439",26/12/2024,TKO
INV01322,C01084,"P00350,P00396,P00267",28/10/2024,ST
INV01323,C00090,"P00379,P00395,P00108",24/07/2024,MK
INV01324,C01325,"P00021,P00181,P00439,P00338,P00022",17/11/2025,MK
INV01325,C00139,"P00492,P00221,P00399,P00045,P00126",01/03/2024,ST
INV01326,C00140,"P00505,P00336,P00317",14/01/2025,ST
INV01327,C00299,"P00505,P00336,P00317,P00494",19/04/2024,ST
INV01328,C00424,"P00177,P00472,P00288",21/02/2025,TKO
INV01329,C01131,"P00505,P00336,P00317",01/11/2025,TKO
INV01330,C01297,P00572,18/11/2025,CYB
INV01331,C00633,"P00165,P00544,P00573,P00251",23/02/2024,TKO
INV01332,C00486,"P00021,P00181,P00439,P00429",10/05/2025,TKO
INV01333,C00686,"P00525,P00112,P00301,P00345,P00534",24/02/2025,MK
INV01334,C01063,"P00319,P00451,P00232",19/08/2025,MK
INV01335,C01808,"P00021,P00181,P00439,P00383",14/05/2025,CYB
INV01336,C01487,"P00322,P00047,P00255,P00236,P00286",16/02/2025,CYB
INV01337,C01056,P00500,30/04/2024,CYB
INV01338,C00039,"P00505,P00336,P00317,P00314,P00024",20/08/2024,ST
INV01339,C01612,"P00533,P00004,P00387,P00149,P00262",25/02/2024,CYB
INV01340,C01008,"P00250,P00158,P00440,P00349,P00100",15/08/2025,ST
INV01341,C01811,"P00021,P00181,P00439,P00476",04/12/2024,CYB
INV01342,C01641,"P00036,P00281,P00469,P00037,P00312",27/05/2024,CYB
INV01343,C01290,"P00013,P00308,P00191,P00417",01/04/2025,MK
INV01344,C00349,"P00505,P00336,P00317,P00374,P00064",30/01/2024,TKO
INV01345,C00253,"P00150,P00104,P00174,P00454,P00047",26/01/2024,CYB
INV01346,C00151,"P00191,P00476,P00015,P00113",28/08/2025,TKO
INV01347,C01158,"P00482,P00405",10/07/2024,ST
INV01348,C00003,"P00354,P00100,P00137,P00182",01/01/2024,TKO
INV01349,C01787,"P00021,P00181,P00439",09/10/2024,TKO
INV01350,C01824,"P00178,P00013,P00310,P00138,P00341",10/10/2024,TKO
INV01351,C00011,P00323,07/07/2025,CYB
INV01352,C00254,P00488,01/09/2024,ST
INV01353,C01121,P00326,17/03/2024,CYB
INV01354,C00008,P00402,24/04/2025,TKO
INV01355,C01763,"P00024,P00514,P00252",06/12/2024,MK
INV01356,C00114,"P00021,P00181,P00439",07/02/2024,ST
INV01357,C00384,P00466,02/07/2024,MK
INV01358,C01793,"P00505,P00336,P00317",30/07/2025,TKO
INV01359,C01028,"P00374,P00401,P00099,P00100,P00284",07/06/2025,CYB
INV01360,C00515,"P00538,P00224,P00183",17/07/2025,TKO
INV01361,C00087,"P00007,P00227",05/01/2025,MK
INV01362,C00393,"P00505,P00336,P00317,P00427,P00095",08/12/2024,CYB
INV01363,C01486,"P00376,P00396,P00329,P00407",16/02/2025,CYB
INV01364,C00985,"P00021,P00181,P00439,P00121",09/01/2025,TKO
INV01365,C00975,"P00505,P00336,P00317,P00258",31/03/2024,TKO
INV01366,C00826,"P00130,P00010,P00526,P00305",20/06/2025,CYB
INV01367,C01639,"P00044,P00280,P00198,P00323",13/09/2025,TKO
INV01368,C00176,P00545,04/02/2024,CYB
INV01369,C01304,"P00020,P00436,P00082",08/06/2024,TKO
INV01370,C01228,"P00505,P00336,P00317,P00091",21/05/2024,TKO
INV01371,C00193,"P00505,P00336,P00317",20/08/2025,MK
INV01372,C01235,"P00465,P00235,P00136",04/09/2025,ST
INV01373,C00801,"P00505,P00336,P00317,P00501",24/04/2024,MK
INV01374,C01139,"P00021,P00181,P00439,P00526",17/05/2024,ST
INV01375,C01044,P00162,12/11/2025,MK
INV01376,C00088,"P00535,P00299",21/05/2025,TKO
INV01377,C00732,"P00114,P00262",02/02/2025,CYB
INV01378,C01531,"P00021,P00181,P00439,P00210,P00322",02/03/2024,TKO
INV01379,C00356,"P00505,P00336,P00317,P00282,P00569",23/09/2024,TKO
INV01380,C00404,"P00547,P00500,P00349",18/05/2024,CYB
INV01381,C01013,"P00366,P00014",27/07/2024,CYB
INV01382,C00421,"P00343,P00332,P00305,P00337,P00239",14/06/2025,TKO
INV01383,C01614,"P00505,P00336,P00317",29/05/2024,MK
INV01384,C01670,"P00214,P00156",22/07/2025,TKO
INV01385,C00709,P00264,15/02/2024,CYB
INV01386,C00684,"P00394,P00420,P00054,P00041",11/08/2024,TKO
INV01387,C00664,"P00021,P00181,P00439",24/08/2024,TKO
INV01388,C00560,"P00505,P00336,P00317",23/11/2024,ST
INV01389,C01352,"P00321,P00020,P00302",31/01/2024,TKO
INV01390,C01643,"P00505,P00336,P00317,P00271,P00355",14/10/2025,CYB
INV01391,C00599,"P00491,P00189",20/06/2025,ST
INV01392,C00508,P00254,05/02/2024,TKO
INV01393,C01604,"P00021,P00181,P00439",04/05/2024,ST
INV01394,C00242,"P00021,P00181,P00439",21/07/2025,CYB
INV01395,C00641,"P00505,P00336,P00317",14/03/2024,MK
INV01396,C00089,"P00085,P00381,P00432,P00252,P00444",25/06/2025,MK
INV01397,C01175,"P00505,P00336,P00317",03/07/2025,ST
INV01398,C00820,"P00505,P00336,P00317,P00422,P00078",19/03/2025,ST
INV01399,C00183,"P00505,P00336,P00317,P00194,P00320",17/10/2025,TKO
INV01400,C01104,"P00320,P00258,P00206,P00022",08/04/2024,CYB
INV01401,C01324,"P00214,P00049,P00162,P00511,P00477",06/01/2024,ST
INV01402,C01140,"P00021,P00181,P00439",29/07/2025,TKO
INV01403,C01661,"P00177,P00182,P00214",04/05/2024,CYB
INV01404,C00621,"P00431,P00557,P00417,P00049,P00215",23/01/2025,TKO
INV01405,C01341,"P00505,P00336,P00317,P00151,P00569",10/10/2024,TKO
INV01406,C00925,"P00560,P00139,P00292",24/08/2024,MK
INV01407,C00628,"P00069,P00223,P00452,P00242",13/11/2025,CYB
INV01408,C01142,"P00370,P00390,P00395,P00062",08/12/2025,TKO
INV01409,C01085,"P00199,P00324",22/04/2025,CYB
INV01410,C00373,"P00340,P00220",03/02/2025,MK
INV01411,C01486,P00105,18/03/2024,TKO
INV01412,C01410,P00219,27/05/2024,TKO
INV01413,C00606,"P00410,P00482,P00348,P00548",21/07/2024,ST
INV01414,C00167,"P00021,P00181,P00439,P00268,P00519",11/05/2024,CYB
INV01415,C01736,"P00472,P00470,P00108,P00505,P00510",13/04/2025,ST
INV01416,C01154,"P00505,P00336,P00317,P00498,P00391",08/11/2025,MK
INV01417,C00668,"P00025,P00322",15/08/2025,ST
INV01418,C00966,"P00501,P00147,P00570",29/10/2024,ST
INV01419,C00972,"P00219,P00492,P00494",16/05/2025,TKO
INV01420,C00881,"P00198,P00443,P00321,P00528",16/09/2025,TKO
INV01421,C00693,"P00499,P00202,P00470",22/05/2024,TKO
INV01422,C00036,"P00394,P00527",18/11/2024,CYB
INV01423,C00511,P00554,04/04/2024,TKO
INV01424,C01754,"P00021,P00181,P00439",27/07/2025,CYB
INV01425,C00648,P00232,28/11/2025,ST
INV01426,C01434,"P00021,P00181,P00439",16/01/2024,TKO
INV01427,C00549,"P00469,P00291,P00554,P00287,P00027",21/06/2024,TKO
INV01428,C01370,"P00505,P00336,P00317",19/10/2024,ST
INV01429,C00804,"P00314,P00571,P00415,P00081",23/05/2024,ST
INV01430,C01788,"P00217,P00006,P00165",20/08/2025,MK
INV01431,C01723,P00250,06/07/2024,ST
INV01432,C00505,"P00073,P00186",12/11/2024,ST
INV01433,C00151,"P00505,P00336,P00317,P00253,P00202",12/09/2024,ST
INV01434,C01722,"P00169,P00105,P00146",21/08/2024,TKO
INV01435,C01215,"P00250,P00125,P00305,P00184,P00168",16/06/2024,MK
INV01436,C00622,"P00021,P00181,P00439,P00377,P00505",09/08/2024,MK
INV01437,C00097,"P00186,P00027,P00385,P00384,P00251",31/03/2025,TKO
INV01438,C00580,"P00026,P00045,P00568,P00027,P00404",15/01/2024,ST
INV01439,C00332,"P00245,P00101,P00391,P00441",22/09/2025,CYB
INV01440,C01451,"P00531,P00468,P00068,P00147,P00421",21/09/2024,MK
INV01441,C00764,"P00241,P00379,P00562,P00114,P00103",14/12/2025,CYB
INV01442,C00562,"P00258,P00438,P00218,P00540,P00266",21/12/2024,MK
INV01443,C01303,"P00546,P00240,P00112,P00325,P00211",12/12/2025,CYB
INV01444,C00294,"P00040,P00154",23/05/2025,TKO
INV01445,C01393,"P00338,P00172",13/09/2025,CYB
INV01446,C00899,"P00082,P00261",04/03/2025,CYB
INV01447,C01309,"P00094,P00229",27/03/2024,MK
INV01448,C00056,"P00048,P00539,P00094,P00013",24/11/2024,TKO
INV01449,C00389,P00133,05/03/2025,TKO
INV01450,C01433,"P00409,P00258,P00335,P00315",27/07/2024,TKO
INV01451,C01078,"P00437,P00421,P00038,P00373,P00342",20/02/2024,TKO
INV01452,C01576,"P00188,P00541,P00070,P00363,P00156",18/01/2024,ST
INV01453,C00533,P00468,08/07/2025,MK
INV01454,C00347,"P00021,P00181,P00439",13/01/2024,TKO
INV01455,C00126,"P00530,P00503,P00337",05/12/2025,MK
INV01456,C00209,"P00505,P00336,P00317,P00406",24/10/2025,ST
INV01457,C01738,P00173,16/05/2025,MK
INV01458,C01786,"P00180,P00555,P00417,P00522",24/05/2024,MK
INV01459,C01356,"P00021,P00181,P00439",27/12/2024,TKO
